DIVIPOLA;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;FASE;METODO;COORD;INICIO
15;BOYACÁ;15001;TUNJA;2;BARRIDO;BOYACÁ;SI
15;BOYACÁ;15832;TUNUNGUÁ;2;BARRIDO;BOYACÁ;SI
52;NARIÑO;52838;TÚQUERRES;2;BARRIDO;NARIÑO;SI
15;BOYACÁ;15835;TURMEQUÉ;2;BARRIDO;BOYACÁ;SI
15;BOYACÁ;15837;TUTA;2;BARRIDO;BOYACÁ;SI
15;BOYACÁ;15839;TUTAZÁ;2;BARRIDO;BOYACÁ;SI
15;BOYACÁ;15842;ÚMBITA;2;BARRIDO;BOYACÁ;SI
50;META;50370;URIBE;2;MIXTO;META;SI
44;LA GUAJIRA;44855;URUMITA;2;BARRIDO;LA GUAJIRA;SI
23;CÓRDOBA;23855;VALENCIA;2;BARRIDO;CÓRDOBA;SI
73;TOLIMA;73854;VALLE DE SAN JUAN;2;BARRIDO;TOLIMA;SI
86;PUTUMAYO;86865;VALLE DEL GUAMUEZ;2;BARRIDO;PUTUMAYO;SI
20;CESAR;20001;VALLEDUPAR;2;MIXTO;CESAR;SI
18;CAQUETÁ;18860;VALPARAÍSO;2;BARRIDO;CAQUETÁ;SI
73;TOLIMA;73861;VENADILLO;2;BARRIDO;TOLIMA;SI
15;BOYACÁ;15861;VENTAQUEMADA;2;BARRIDO;BOYACÁ;SI
17;CALDAS;17867;VICTORIA;2;BARRIDO;CALDAS;SI
15;BOYACÁ;15407;VILLA DE LEYVA;2;BARRIDO;BOYACÁ;SI
19;CAUCA;19845;VILLA RICA;2;BARRIDO;CAUCA;SI
86;PUTUMAYO;86885;VILLAGARZÓN;2;BARRIDO;PUTUMAYO;SI
73;TOLIMA;73870;VILLAHERMOSA;2;BARRIDO;TOLIMA;SI
17;CALDAS;17873;VILLAMARÍA;2;BARRIDO;CALDAS;SI
44;LA GUAJIRA;44874;VILLANUEVA;2;BARRIDO;LA GUAJIRA;SI
85;CASANARE;85440;VILLANUEVA;2;BARRIDO;CASANARE;SI
73;TOLIMA;73873;VILLARRICA;2;BARRIDO;TOLIMA;SI
50;META;50001;VILLAVICENCIO;2;BARRIDO;META;SI
41;HUILA;41872;VILLAVIEJA;2;BARRIDO;HUILA;SI
15;BOYACÁ;15879;VIRACACHÁ;2;BARRIDO;BOYACÁ;SI
50;META;50711;VISTAHERMOSA;2;MIXTO;META;SI
17;CALDAS;17877;VITERBO;2;BARRIDO;CALDAS;SI
52;NARIÑO;52885;YACUANQUER;2;BARRIDO;NARIÑO;SI
41;HUILA;41885;YAGUARÁ;2;BARRIDO;HUILA;SI
85;CASANARE;85001;YOPAL;2;BARRIDO;CASANARE;SI
47;MAGDALENA;47960;ZAPAYÁN;2;BARRIDO;MAGDALENA;SI
15;BOYACÁ;15897;ZETAQUIRA;2;BARRIDO;BOYACÁ;SI
47;MAGDALENA;47980;ZONA BANANERA;2;BARRIDO;MAGDALENA;SI
