DIVIPOLA;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;FASE;METODO;COORD;INICIO
68;SANTANDER;68077;BARBOSA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68079;BARICHARA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68081;BARRANCABERMEJA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68092;BETULIA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68101;BOLÕVAR;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68001;BUCARAMANGA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68121;CABRERA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68132;CALIFORNIA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68147;CAPITANEJO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68152;CARCASÕ;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68160;CEPIT¡;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68162;CERRITO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68167;CHARAL¡;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68169;CHARTA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68176;CHIMA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68179;CHIPAT¡;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68190;CIMITARRA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68207;CONCEPCI”N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68209;CONFINES;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68211;CONTRATACI”N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68217;COROMORO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68229;CURITÕ;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68235;EL CARMEN DE CHUCURÕ;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68245;EL GUACAMAYO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68250;EL PE—”N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68255;EL PLAY”N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68264;ENCINO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68266;ENCISO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68271;FLORI¡N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68276;FLORIDABLANCA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68327;GUEPSA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68296;GAL¡N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68298;G¡MBITA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68307;GIR”N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68318;GUACA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68320;GUADALUPE;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68322;GUAPOT¡;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68324;GUAVAT¡;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68344;HATO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68368;JES⁄S MARÕA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68370;JORD¡N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68377;LA BELLEZA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68397;LA PAZ;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68385;LAND¡ZURI;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68406;LEBRIJA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68418;LOS SANTOS;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68425;MACARAVITA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68444;MATANZA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68432;M¡LAGA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68464;MOGOTES;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68468;MOLAGAVITA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68498;OCAMONTE;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68500;OIBA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68502;ONZAGA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68522;PALMAR;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68524;PALMAS DEL SOCORRO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68533;P¡RAMO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68547;PIEDECUESTA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68549;PINCHOTE;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68572;PUENTE NACIONAL;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68573;PUERTO PARRA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68575;PUERTO WILCHES;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68615;RIONEGRO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68655;SABANA DE TORRES;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68669;SAN ANDR…S;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68673;SAN BENITO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68679;SAN GIL;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68682;SAN JOAQUÕN;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68684;SAN JOS… DE MIRANDA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68686;SAN MIGUEL;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68689;SAN VICENTE DE CHUCURÕ;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68705;SANTA B¡RBARA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68720;SANTA HELENA DEL OP”N;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68745;SIMACOTA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68755;SOCORRO;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68770;SUAITA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68773;SUCRE;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68780;SURAT¡;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68820;TONA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68855;VALLE DE SAN JOS…;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68867;VETAS;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68861;V…LEZ;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68872;VILLANUEVA;2;BARRIDO;SANTANDER;SI
68;SANTANDER;68895;ZAPATOCA;2;BARRIDO;SANTANDER;SI
76;VALLE DEL CAUCA;76020;ALCAL¡;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76036;ANDALUCÕA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76054;ARGELIA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76100;BOLÕVAR;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76109;BUENAVENTURA;2;MIXTO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76122;CAICEDONIA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76001;CALI;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76126;CALIMA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76130;CANDELARIA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76147;CARTAGO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76233;DAGUA;2;MIXTO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76246;EL CAIRO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76248;EL CERRITO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76243;EL ¡GUILA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76250;EL DOVIO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76275;FLORIDA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76306;GINEBRA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76318;GUACARÕ;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76364;JAMUNDÕ;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76377;LA CUMBRE;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76400;LA UNI”N;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76403;LA VICTORIA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76497;OBANDO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76520;PALMIRA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76563;PRADERA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76606;RESTREPO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76616;RIOFRÕO;2;BARRIDO;VALLE DEL CAUCA;NO
76;VALLE DEL CAUCA;76622;ROLDANILLO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76670;SAN PEDRO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76736;SEVILLA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76823;TORO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76828;TRUJILLO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76834;TULU¡;2;BARRIDO;VALLE DEL CAUCA;NO
76;VALLE DEL CAUCA;76845;ULLOA;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76863;VERSALLES;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76869;VIJES;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76890;YOTOCO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76892;YUMBO;2;BARRIDO;VALLE DEL CAUCA;SI
76;VALLE DEL CAUCA;76895;ZARZAL;2;BARRIDO;VALLE DEL CAUCA;SI
