OBJECTID	MpCodigo	MpNombre	MpArea	MpNorma	MpCategor	altitud	Cod_Depto	Codigo	x	y	ORIG_FID
821	05138	Cañasgordas	364.8386014		1	1298	05	5138	4665527.668	2312088.443	821
822	05858	Vegachí	540.2988196	Ordenanza No. 9 de 1983	1	1000	05	5858	4806185.726	2313970.496	822
823	68895	Zapatoca	363.7743503		1	1707	68	68895	4969102.517	2313223.032	823
824	68162	Cerrito	420.1634182		1	2496	68	68162	5039162.609	2320886.361	824
825	05842	Uramita	265.9370208	Ordenanza No. 43 de 1978	1	647	05	5842	4653841.592	2323116.991	825
826	05647	San Andrés de Cuerquia	206.8201646		1	1400	05	5647	4705588.124	2322872.171	826
827	05475	Murindó	1266.839876		1	25	05	5475	4590113.088	2314145.263	827
828	15223	Cubará	1159.088539	Ordenanza No. 8 de 1965	1	357	15	15223	5090118.354	2318874.855	828
829	81065	Arauquita	2876.863995	Decreto No. 1447 de 1971	1	155	81	81065	5187688.557	2308421.015	829
830	81736	Saravena	922.8878229	Decreto No. 0204 de 1976	1	224	81	81736	5126874.166	2321063.724	830
831	05628	Sabanalarga	265.7270122		1	850	05	5628	4691534.671	2321451.466	831
832	68318	Guaca	301.7740736		1	2311	68	68318	5019466.344	2325241.021	832
833	05819	Toledo	134.4175424	Ordenanza No. 33 de 1912	1	1850	05	5819	4700660.632	2333866.914	833
834	81001	Arauca	5755.575178	Decreto No. 2877 de 1959	1	128	81	81001	5275251.518	2309644.204	834
835	68547	Piedecuesta	483.7958505		1	1009	68	68547	4999426.148	2327341.562	835
836	68705	Santa Bárbara	220.7709075		1	1900	68	68705	5011471.939	2330172.51	836
837	68276	Floridablanca	99.93336423		1	930	68	68276	4992498.899	2340312.831	837
838	68689	San Vicente De Chucurí	1114.683595		1	652	68	68689	4940476.216	2319843.556	838
839	68092	Betulia	430.5165597		1	1620	68	68092	4957227.407	2332965.422	839
840	05234	Dabeiba	1957.669468		1	412	05	5234	4633866.414	2331919.36	840
841	68307	Girón	491.5722466		1	703	68	68307	4972528.086	2335545.903	841
842	05134	Campamento	232.0852347		1	1725	05	5134	4746873.283	2336023.684	842
843	05543	Peque	434.0388313	Ordenanza No. 13 de 1915	1	1200	05	5543	4680856.895	2337357.591	843
844	05887	Yarumal	712.3299357		1	2269	05	5887	4728425.658	2330712.05	844
845	68081	Barrancabermeja	1324.666206	Ordenanza No. 13 de 1922	2	81	68	68081	4913652.616	2337533.718	845
846	05107	Briceño	376.2401075	Ordenanza No. 27 de 1980	1	1200	05	5107	4717086.637	2344624.592	846
847	68820	Tona	330.0686526		1	1850	68	68820	5006654.619	2350373.085	847
848	54174	Chitagá	1182.502238		1	2337	54	54174	5052391.478	2337219.035	848
849	68001	Bucaramanga	153.2348228		1	960	68	68001	4987677.154	2348665.901	849
850	05604	Remedios	1973.073977		1	728	05	5604	4828070.865	2331575.437	850
851	05893	Yondó	1892.953542	Ordenanza No. 38 de 1978	1	100	05	5893	4872087.831	2323373.44	851
852	05031	Amalfi	1208.346215		1	1500	05	5031	4781198.163	2329479.546	852
853	54743	Silos	316.1616994		1	2750	54	54743	5023598.189	2351492.961	853
854	68169	Charta	126.4583005		1	2000	68	68169	5001337.187	2360105.191	854
855	27150	Carmen Del Darién	3182.687492	Ordenanza No. 018 de 2000	1	5	27	27150	4560884.725	2337069.729	855
856	54125	Cácota	138.6200565		1	2400	54	54125	5038385.871	2361401.133	856
857	54480	Mutiscua	158.5083862		1	2600	54	54480	5025558.577	2366517.764	857
858	68867	Vetas	92.23515737	Ordenanza No. 37 de 1978	1	3350	68	68867	5013066.386	2367096.627	858
859	68132	California	44.92357984		1	2000	68	68132	5008125.613	2370528.811	859
860	54377	Labateca	255.4614291		1	1534	54	54377	5052671.799	2360855.725	860
861	68406	Lebrija	549.4677677		1	1013	68	68406	4967844.724	2354047.245	861
862	13160	Cantagallo	879.5875482	Ordenanza No. 30 de 1994	1	64	13	13160	4878569.788	2358060.38	862
863	05854	Valdivia	567.4816616		1	1064	05	5854	4734994.779	2361517.34	863
864	05040	Anorí	1412.956963		1	1550	05	5040	4767250.156	2353360.607	864
865	68444	Matanza	235.2974214		1	1580	68	68444	4993999.453	2370029.52	865
866	54518	Pamplona	297.6500305		1	2288	54	54518	5035753.964	2373388.877	866
867	05736	Segovia	1124.733273		1	681	05	5736	4821045.944	2361334.63	867
868	54820	Toledo	1478.263166		1	1644	54	54820	5076604.571	2356511.073	868
869	27372	Juradó	1298.053701	Ordenanza No. 014 de 1956	1	5	27	27372	4482316.82	2346589.154	869
870	54347	Herrán	107.5176862	Odenanza No. 12 de 1911	1	2000	54	54347	5055968.618	2386103.132	870
871	05480	Mutatá	1075.265866		1	132	05	5480	4617706.853	2369379.868	871
872	54520	Pamplonita	170.5416613		1	1700	54	54520	5040239.146	2384864.101	872
873	05361	Ituango	2840.926417		1	1750	05	5361	4685366.78	2365962.178	873
874	68780	Suratá	362.2984718		1	1740	68	68780	5001346.527	2384021.351	874
875	68255	El Playón	454.153146	Decreto No.3515 de 1984	1	445	68	68255	4979974.863	2389427.988	875
876	54223	Cucutilla	374.1306473		1	1300	54	54223	5022383.39	2386986.128	876
877	54599	Ragonvalia	97.82184444		1	1555	54	54599	5054313.045	2397312.961	877
878	68655	Sabana De Torres	1400.616863	Ordenanza No. 16 de 1973	1	135	68	68655	4936981.75	2376451.053	878
879	54172	Chinácota	165.8917598		1	1230	54	54172	5045880.036	2395972.042	879
880	13670	San Pablo	2018.5575	Ordenanza No. 02 de 1968	1	75	13	13670	4874710.2	2378315.878	880
881	05895	Zaragoza	1166.735346		1	67	05	5895	4794991.66	2384303.475	881
882	54051	Arboledas	455.2192125		1	920	54	54051	5015284.301	2399255.474	882
883	68615	Rionegro	1166.480545		1	655	68	68615	4958929.962	2383910.892	883
884	05790	Tarazá	1148.694508	Ordenanza No. 41 de 1978	1	97	05	5790	4735027.196	2386237.016	884
885	54099	Bochalema	169.963628		1	1058	54	54099	5037726.7	2401505.459	885
886	05172	Chigorodó	721.9816671	Ordenanza No. 52 de 1915	1	31	05	5172	4598459.861	2402985.98	886
887	54385	La Esperanza	668.7509072	Ordenanza No. 82 de 1993	1	174	54	54385	4960159.12	2408331.585	887
888	54239	Durania	174.5778816	Ordenanza No. 12 de 1911	1	950	54	54239	5036142.807	2414049.974	888
889	54128	Cáchira	614.6716563		1	2020	54	54128	4985734.033	2407096.55	889
890	54405	Los Patios	126.143922	Ordenanza No. 13 de 1985	1	403	54	54405	5052110.285	2413453.267	890
891	54874	Villa Del Rosario	91.88399967		1	435	54	54874	5057091.46	2415235.127	891
892	05147	Carepa	387.4353341	Ordenanza No. 7 de 1983	1	34	05	5147	4596725.026	2420442.107	892
893	54660	Salazar	492.9055109		1	850	54	54660	5014581.379	2416882.938	893
894	54673	San Cayetano	138.975539		1	240	54	54673	5043012.151	2425200.905	894
895	23682	San José De Uré	525.4590181	Ordenanza No. 11 de 2007	1	96	23	23682	4716942.242	2415556.102	895
896	05120	Cáceres	1872.69676		1	114	05	5120	4754795.832	2405624.985	896
897	27615	Riosucio	7615.456449		1	22	27	27615	4531764.275	2376802.135	897
898	54680	Santiago	172.1706165		1	411	54	54680	5031044.278	2429763.153	898
899	20710	San Alberto	549.3157256	Ordenanza No. 03 de 1976	1	120	20	20710	4949995.323	2421509.1	899
900	05250	El Bagre	1558.620549	Ordenanza No. 22 de 1979	1	50	05	5250	4816519.436	2409708.098	900
901	54313	Gramalote	148.714998		1	1047	54	54313	5021258.368	2431668.245	901
902	54418	Lourdes	86.4100833	Ordenanza No. 44 de 1925	1	1411	54	54418	5016887.897	2437986.548	902
903	23580	Puerto Libertador	1647.247564	Ordenanza No. 6 de 1980	1	90	23	23580	4694401.214	2411098.332	903
904	05045	Apartadó	535.3647226	Ordenanza No. 7 de 1967	1	28	05	5045	4606733.611	2432198.278	904
905	54871	Villa Caro	400.2739882	Ordenanza No. 09 de 1948	1	1600	54	54871	5001367.061	2434952.465	905
906	05154	Caucasia	1428.239321		1	51	05	5154	4775716.871	2427944.839	906
907	20770	San Martín	991.7336878	Ordenanza No. 15 de 1983	1	113	20	20770	4940022.014	2435157.998	907
908	68575	Puerto Wilches	1506.580766		1	65	68	68575	4913561.81	2395312.669	908
909	23350	La Apartada	286.895397	Ordenanza No. 07 de 1997	1	40	23	23350	4747913.698	2448469.237	909
910	13688	Santa Rosa Del Sur	2380.120209	Ordenanza No. 21 de 1984	1	600	13	13688	4860805.113	2417051.346	910
911	13744	Simití	1352.835477		1	25	13	13744	4891590.968	2425685.502	911
912	23466	Montelíbano	1550.838962	Decreto No. 810 de 1954	1	39	23	23466	4695682.355	2430431.057	912
913	54109	Bucarasica	270.251036		1	1100	54	54109	5007797.937	2450812.492	913
914	05495	Nechí	936.581079	Ordenanza No. 1 de 1981	1	35	05	5495	4802518.409	2441368.286	914
915	54003	Ábrego	1379.898691		1	1395	54	54003	4982538.658	2444185.45	915
916	54261	El Zulia	504.2462512	Ordenanza No. 04 de 1959	1	204	54	54261	5040580.508	2450981.276	916
917	23807	Tierralta	4938.331187	Ordenanza No. 63 de 1948	1	51	23	23807	4650633.551	2422725.383	917
918	20614	Río De Oro	548.6048793		1	1165	20	20614	4946327.397	2464248.375	918
919	54398	La Playa	241.7723668		1	1500	54	54398	4979315.811	2470372.183	919
920	27800	Unguía	1191.230667	Ordenanza No. 014 de 1979	1	50	27	27800	4547708.693	2457242.763	920
921	23079	Buenavista	834.5834404	Ordenanza No. 10 de 1969	1	56	23	23079	4731949.27	2463955.24	921
922	54553	Puerto Santander	46.31355792	Ordenanza No. 80 de 1993	1	50	54	54553	5064831.052	2478507.917	922
923	54498	Ocaña	521.8214847		1	1205	54	54498	4961196.803	2467555.269	923
924	23855	Valencia	919.2206572	Ordenanza No. 29 de 1959	1	55	23	23855	4645157.639	2467719.556	924
925	13655	San Jacinto Del Cauca	569.4567346	Ordenanza No. 13 de 1997	1	25	13	13655	4816297.295	2468621.909	925
926	54001	Cúcuta	1131.835638		1	325	54	54001	5056313.849	2454410.895	926
927	13458	Montecristo	2090.717466	Ordenanza No. 30 de 1994	1	50	13	13458	4838785.089	2444159.24	927
928	20310	González	72.77415025		1	1300	20	20310	4958692.258	2486851.605	928
929	13473	Morales	1345.748552		1	41	13	13473	4893058.805	2470159.18	929
930	13042	Arenal	461.3629698	Ordenanza No. 18 de 1996	1	50	13	13042	4878151.447	2479848.942	930
931	20295	Gamarra	326.4265547	Ordenanza No. 15 de 1929	1	43	20	20295	4922238.373	2479382.612	931
932	05837	Turbo	2919.206477		2	1	05	5837	4589501.112	2443636.221	932
933	54344	Hacarí	418.2101939		1	1000	54	54344	4991386.344	2481979.398	933
934	20011	Aguachica	876.316336		1	152	20	20011	4931439.217	2469529.828	934
935	70265	Guaranda	361.3974451	Ordenanza No. 02 de 1984	1	25	70	70265	4815508.014	2484809.256	935
936	54720	Sardinata	1464.664972		1	300	54	54720	5021322.616	2471184.596	936
937	23068	Ayapel	1963.729795		1	26	23	23068	4774425.341	2471942.718	937
938	23555	Planeta Rica	1140.098934	Decreto No. 811 de 1954	1	87	23	23555	4712342.318	2475016.323	938
939	54670	San Calixto	397.2875735		1	1650	54	54670	4982615.819	2492150.03	939
940	05665	San Pedro De Urabá	602.6512175	Ordenanza No. 22 de 1977	1	434	05	5665	4634801.334	2485430.797	940
941	13490	Norosí	415.8526175	Decreto No. 0699 de 2007	1	50	13	13490	4877225.518	2498101.365	941
942	23570	Pueblo Nuevo	848.9515568	Ordenanza No. 4 de 1957	1	120	23	23570	4735305.291	2496007.1	942
943	13810	Tiquisio	761.9626224	Ordenanza No. 30 de 1994	1	25	13	13810	4857317.415	2496637.971	943
944	13600	Rioviejo	844.259626	Ordenanza No. 10 de 1982	1	10	13	13600	4890294.532	2496618.052	944
945	27006	Acandí	798.5282841		1	6	27	27006	4527557.185	2492574.184	945
946	05490	Necoclí	1256.114513	Ordenanza No. 23 de 1977	1	6	05	5490	4595192.584	2498473.851	946
947	70708	San Marcos	969.7921857		1	20	70	70708	4760986.492	2507787.336	947
948	70429	Majagual	844.5856486		1	22	70	70429	4811825.801	2502759.847	948
949	20383	La Gloria	801.5780792		1	35	20	20383	4930368.317	2510712.646	949
950	05659	San Juan De Urabá	252.0259795	Ordenanza No. 58 de 1986	1	7	05	5659	4611342.983	2521953.226	950
951	13580	Regidor	183.2415672	Ordenanza No. 40 de 1995	1	10	13	13580	4906408.51	2521890.402	951
952	13030	Altos Del Rosario	303.3909084	Ordenanza No. 30 de 1994	1	33	13	13030	4868591.837	2525909.561	952
953	13006	Achí	950.7565658		1	24	13	13006	4837424.714	2511146.656	953
954	23090	Canalete	420.0889712	Ordenanza No. 28 de 1978	1	50	23	23090	4643814.956	2523540.067	954
955	23678	San Carlos	446.4397066		1	12	23	23678	4703836.885	2521114.024	955
956	54250	El Tarra	702.7440475	Ordenanza No. 04 de 1990	1	150	54	54250	4996506.471	2516946.21	956
957	05051	Arboletes	754.3945059	Decreto No. 340 de 1958	1	6	05	5051	4624211.754	2511232.485	957
958	20550	Pelaya	422.7395224	Ordenanza No. 006 de 1980	1	70	20	20550	4930408.722	2526494.046	958
959	70400	La Unión	232.1900782	Ordenanza No. 19 de 1968	1	80	70	70400	4748949.831	2532497.27	959
960	70124	Caimito	412.2240866		1	20	70	70124	4765584.153	2530218.191	960
961	23419	Los Córdobas	366.1267256	Ordenanza No. 6 de 1963	1	7	23	23419	4637634.144	2536317.497	961
962	13074	Barranco De Loba	430.2096793		1	25	13	13074	4872187.435	2534598.287	962
963	23001	Montería	3137.346865	Ordenanza No. 42 de 1923	1	17	23	23001	4675328.583	2507855.521	963
964	13667	San Martín De Loba	449.5459821		1	27	13	13667	4888925.33	2529188.043	964
965	23162	Cereté	290.4466077		1	12	23	23162	4688352.62	2541660.658	965
966	13268	El Peñón	318.5521677	Ordenanza No. 42 de 1995	1	25	13	13268	4899728.472	2537681.309	966
967	23660	Sahagún	964.3661913		1	83	23	23660	4732875.785	2531153.014	967
968	13300	Hatillo De Loba	194.0239801	Ordenanza No. 30 de 1994	1	26	13	13300	4873952.315	2550914.638	968
969	70771	Sucre	1130.330097		1	19	70	70771	4807870.903	2532430.225	969
970	23189	Ciénaga De Oro	641.0694514		1	13	23	23189	4713264.752	2536022.795	970
971	20787	Tamalameque	512.4703639		1	32	20	20787	4916105.659	2541768.68	971
972	20517	Pailitas	530.9096251	Ordenanza No. 21 Bis de 1963	1	75	20	20517	4937093.541	2545801.728	972
973	13549	Pinillos	774.817287		1	20	13	13549	4847666.542	2538595.245	973
974	23686	San Pelayo	445.5854852		1	9	23	23686	4680183.581	2552424.062	974
975	70678	San Benito Abad	1493.138207		1	22	70	70678	4784003.3	2534901.517	975
976	23574	Puerto Escondido	411.1770284	Ordenanza No. 11 de 1961	1	9	23	23574	4648880.537	2552781.146	976
977	23300	Cotorra	87.7411764	Ordenanza No. 03 de 1997	1	10	23	23300	4694627.291	2559965.299	977
978	54810	Tibú	2683.170987	Ordenanza No. 03 de 1977	1	55	54	54810	5022161.725	2520784.144	978
979	54800	Teorama	925.5765578		1	1000	54	54800	4982719.905	2525986.23	979
980	70233	El Roble	198.3621657	Decreto No. 356 de 1998	1	100	70	70233	4765075.095	2561042.924	980
981	23182	Chinú	625.9986822		1	122	23	23182	4741018.047	2556378.967	981
982	13440	Margarita	292.6200597		1	25	13	13440	4865349.218	2558730.999	982
983	70235	Galeras	321.6358969	Ordenanza No. 04 de 1968	1	55	70	70235	4782349.69	2568039.542	983
984	13650	San Fernando	317.7772594		1	25	13	13650	4850758.125	2562886.914	984
985	23168	Chima	324.0582249		1	4	23	23168	4708571.113	2565755.462	985
986	70670	Sampués	214.0089969		1	160	70	70670	4740728.232	2571611.997	986
987	23670	San Andrés De Sotavento	206.7438458		1	117	23	23670	4723036.776	2566879.942	987
988	54206	Convención	930.3848558		1	1020	54	54206	4978005.194	2538497.635	988
989	13468	Mompós	651.5766374		2	20	13	13468	4830274.838	2568618.018	989
990	54245	El Carmen	1726.599674		1	950	54	54245	4962002.658	2537960.818	990
991	23815	Tuchín	106.5248175	Ordenanza No. 09 de 2007	1	45	23	23815	4720568.274	2578333.443	991
992	13188	Cicuco	132.0164474	Ordenanza No. 30 de 1994	1	20	13	13188	4814632.258	2578930.949	992
993	23500	Moñitos	203.4136134	Ordenanza No. 002 de 1978	1	3	23	23500	4657304.999	2575052.308	993
994	47245	El Banco	814.0452056		1	35	47	47245	4892240.761	2565349.05	994
995	23417	Lorica	951.228703		1	6	23	23417	4680316.064	2572031.2	995
996	70215	Corozal	285.5134943		1	150	70	70215	4752822.887	2575818.832	996
997	23464	Momil	158.6396472		1	7	23	23464	4708855.275	2582925.543	997
998	23586	Purísima	117.4947535		1	6	23	23586	4701131.205	2584842.962	998
999	47318	Guamal	563.8139606		1	24	47	47318	4874858.944	2580110.416	999
1000	70742	Sincé	418.7190674		1	140	70	70742	4770050.608	2581509.365	1000
1001	20228	Curumaní	913.6692771		1	61	20	20228	4946401.685	2578924.868	1001
1002	70702	San Juan De Betulia	168.0261742	Ordenanza No. 28 de 1968	1	145	70	70702	4756927.597	2585536.83	1002
1003	70523	Palmito	174.5954591		1	40	70	70523	4718689.399	2590538.608	1003
1004	13780	Talaigua Nuevo	249.0943738	Ordenanza No. 10 de 1984	1	16	13	13780	4819937.515	2587560.907	1004
1005	70001	Sincelejo	279.8139076		1	213	70	70001	4732986.631	2588428.091	1005
1006	23672	San Antero	208.1068708	Ordenanza No. 22 de 1929	1	42	23	23672	4694012.036	2593476.757	1006
1007	70110	Buenavista	146.4001068	Ordenanza No. 09 de 1968	1	87	70	70110	4785681.537	2588463.816	1007
1008	23675	San Bernardo Del Viento	315.7977419	Ordenanza No. 13 de 1945	1	4	23	23675	4673164.389	2590366.687	1008
1009	13430	Magangué	1129.987506		1	20	13	13430	4808093.777	2571710.265	1009
1010	70221	Coveñas	55.81680326	Decreto No. 063 de 2002	1	2	70	70221	4708255.023	2597135.379	1010
1011	70717	San Pedro	212.8024011	Ordenanza No. 14 de 1939	1	137	70	70717	4776355.691	2597009.984	1011
1012	47703	San Zenón	268.5394924		1	25	47	47703	4851060.89	2589002.725	1012
1013	70473	Morroa	170.164733		1	160	70	70473	4744530.06	2596716.77	1013
1014	20175	Chimichagua	1374.367138	Ordenanza No. 54 de 1892	1	30	20	20175	4917359.367	2576767.338	1014
1015	47692	San Sebastián De Buenavista	437.1110812	Decreto No. 0687 de 1957	1	22	47	47692	4868139.053	2591689.199	1015
1016	70418	Los Palmitos	198.764723	Ordenanza No. 27 de 1968	1	184	70	70418	4757086.001	2599952.276	1016
1017	20178	Chiriguaná	1112.679274		1	33	20	20178	4939863.388	2599702.445	1017
1018	20032	Astrea	637.0471496	Ordenanza No. 013 de 1984	1	75	20	20032	4896629.809	2609086.972	1018
1019	70204	Colosó	131.0928472		1	160	70	70204	4740533.861	2611734.937	1019
1020	70823	Toluviejo	284.7023297		1	68	70	70823	4731718.06	2607640.389	1020
1021	70230	Chalán	83.67159064	Ordenanza No. 06 de 1968	1	280	70	70230	4744984.814	2616311.146	1021
1022	47720	Santa Bárbara De Pinto	494.2494404	Ordenanza No. 003 de 2000	1	25	47	47720	4819187.159	2610634.229	1022
1023	70820	Tolú	302.5912799		1	4	70	70820	4721760.499	2612515.424	1023
1024	13212	Córdoba	596.8656259		1	20	13	13212	4792137.3	2612755.816	1024
1025	70508	Ovejas	459.7997697		1	258	70	70508	4759862.056	2614010.098	1025
1026	20400	La Jagua De Ibirico	754.8156056	Ordenanza No. 05 de 1979	1	140	20	20400	4964819.96	2613445.555	1026
1027	47545	Pijiño Del Carmen	660.7631769	Ordenanza No. 1 de 1996	1	25	47	47545	4874390.037	2611366.311	1027
1028	47707	Santa Ana	1119.222423		1	25	47	47707	4853031.146	2610196.831	1028
1029	13894	Zambrano	309.3098497		1	21	13	13894	4793785.717	2635426.725	1029
1030	20250	El Paso	812.3138792	Ordenanza No. 29 de 1979	1	37	20	20250	4923959.759	2627921.231	1030
1031	13244	El Carmen De Bolívar	945.7442921		1	155	13	13244	4763328.066	2630596.917	1031
1032	20045	Becerrill	1224.384077	Ordenanza No. 020 de 1977	1	111	20	20045	4972335.286	2632945.749	1032
1033	13654	San Jacinto	442.6514207		1	239	13	13654	4769109.198	2645550.4	1033
1034	47460	Nueva Granada	841.124382	Ordenanza No. 004 de 2000	1	112	47	47460	4854344.219	2634126.266	1034
1035	47058	Ariguaní	1130.337615	Ordenanza No. 14 Bis de 1966	1	187	47	47058	4881113.516	2644895.216	1035
1036	47798	Tenerife	491.7801857		1	20	47	47798	4810114.349	2655192.855	1036
1037	47555	Plato	1455.596561		1	14	47	47555	4824375.725	2637954.152	1037
1038	20060	Bosconia	585.7976742	Ordenanza No. 001 de 1979	1	83	20	20060	4905080.687	2657206.132	1038
1039	13442	María La Baja	561.019901		1	12	13	13442	4743160.033	2661310.572	1039
1040	13657	San Juan Nepomuceno	630.8072224		1	166	13	13657	4773627.944	2660185.76	1040
1041	13248	El Guamo	382.9761782		1	100	13	13248	4788758.663	2667489.531	1041
1042	70713	San Onofre	1034.699218		1	34	70	70713	4725312.36	2643551.879	1042
1043	47170	Chivolo	536.0996876	Decreto No. 0107 de 1947	1	100	47	47170	4832848.547	2674408.69	1043
1044	47541	Pedraza	305.4635861		1	10	47	47541	4798756.713	2680825.836	1044
1045	20013	Agustín Codazzi	1750.991459	Decreto No. 179 de 1958	1	131	20	20013	4975510.281	2657419.801	1045
1046	47960	Zapayán	372.6062037	Ordenanza No. 005 de 2000	1	24	47	47960	4814480.365	2676580.045	1046
1047	47205	Concordia	109.3950017	Ordenanza No. 007 de 1999	1	25	47	47205	4805316.83	2689291.08	1047
1048	13433	Mahates	432.0979633		1	10	13	13433	4761269.41	2683488.738	1048
1049	13838	Turbana	191.0785865		1	50	13	13838	4729466.129	2687930.276	1049
1050	13062	Arroyohondo	163.6863415	Ordenanza No. 41 de 1997	1	25	13	13062	4778071.886	2690433.026	1050
1051	13052	Arjona	587.1897913		1	62	13	13052	4740268.749	2682142.363	1051
1052	20750	San Diego	644.8818033	Ordenanza No. 28 de 1982	1	167	20	20750	4968459.919	2681768.791	1052
1053	08770	Suan	42.51337956		1	7	08	8770	4791235.707	2697999.289	1053
1054	13140	Calamar	255.5040522		1	8	13	13140	4780883.806	2687886.016	1054
1055	47161	Cerro De San Antonio	176.8833615		1	7	47	47161	4800799.748	2696055.371	1055
1056	47660	Sabanas De San Ángel	1237.523389	Ordenanza No. 006 de 1999	1	140	47	47660	4861511.905	2674926.351	1056
1057	47030	Algarrobo	405.9177913	Ordenanza No. 008 de 1999	1	100	47	47030	4879226.393	2691249.975	1057
1058	08675	Santa Lucía	57.31196282	Ordenanza No. 01 de 1967	1	7	08	8675	4784883.035	2702768.64	1058
1059	20238	El Copey	955.1498184	Ordenanza No. 08 de 1971	1	135	20	20238	4900053.859	2685257.04	1059
1060	13760	Soplaviento	92.56413814		1	5	13	13760	4768269.196	2700490.853	1060
1061	13620	San Cristóbal	42.24197631	Ordenanza No. 36 de 1995	1	5	13	13620	4773077.156	2704620.617	1061
1062	13836	Turbaco	202.5763249		1	179	13	13836	4739510.41	2703000.488	1062
1063	20443	Manaure Balcón Del Cesar	136.6481889	Ordenanza No. 019 de 1980	1	750	20	20443	5000920.035	2706231.574	1063
1064	20621	La Paz	1070.946434		1	66	20	20621	4979087.711	2681172.065	1064
1065	13647	San Estanislao	211.5113383		1	25	13	13647	4758630.124	2704159.981	1065
1066	47258	El Piñón	556.6860243		1	5	47	47258	4816329.931	2701421.279	1066
1067	08137	Campo De La Cruz	99.9193172		1	7	08	8137	4794440.094	2708125.916	1067
1068	44420	La Jagua Del Pilar	179.1124135		1	200	44	44420	4992099.265	2713651.225	1068
1069	13873	Villanueva	137.058446		1	112	13	13873	4751890.767	2713081.747	1069
1070	08436	Manatí	214.1272863		1	10	08	8436	4782833.121	2713895.305	1070
1071	13683	Santa Rosa	154.6131131		1	50	13	13683	4741641.23	2715844.383	1071
1072	08141	Candelaria	135.6806608		1	13	08	8141	4794590.011	2717679.334	1072
1073	44855	Urumita	245.4881246	Ordenanza No. 16 de 1978	1	250	44	44855	5001495.236	2717696.276	1073
1074	47675	Salamina	170.164138		1	5	47	47675	4811529.633	2720499.585	1074
1075	08606	Repelón	358.3440606		1	10	08	8606	4767864.249	2719900.322	1075
1076	13222	Clemencia	85.33375662	Ordenanza No. 017 de 1995	1	62	13	13222	4746824.926	2725477.14	1076
1077	47288	Fundación	970.5678839	Ordenanza No. 47 de 1945	1	45	47	47288	4903276.802	2713929.302	1077
1078	44874	Villanueva	259.5727875		1	235	44	44874	5002705.782	2727527.484	1078
1079	47551	Pivijay	1638.661267	Ordenanza No. 54 de 1892	1	4	47	47551	4845450.049	2711224.838	1079
1080	08421	Luruaco	224.1894899	Ordenanza No. 143 de 1960	1	31	08	8421	4764442.801	2734021.731	1080
1081	13001	Cartagena De Indias	567.1360965		2	1	13	13001	4730937.072	2715283.555	1081
1082	44110	El Molino	241.2716531	Ordenanza No. 015 de 1989	1	255	44	44110	5012464.348	2733398.202	1082
1083	08638	Sabanalarga	395.5789411		1	99	08	8638	4786195.428	2732492.934	1083
1084	08560	Ponedera	206.5081129	Ordenanza No. 75 de 1965	1	8	08	8560	4803312.917	2729301.14	1084
1085	20570	Pueblo Bello	742.6368633	Ordenanza No. 37 de 1997	1	1100	20	20570	4935614.441	2714685.739	1085
1086	08520	Palmar De Varela	92.19176099		1	4	08	8520	4806473.183	2740362.03	1086
1087	47605	Remolino	594.3751397		1	5	47	47605	4827124.486	2735145.225	1087
1088	47268	El Retén	261.9022894	Ordenanza No. 04 de 1996	1	20	47	47268	4855118.466	2736231.403	1088
1089	08685	Santo Tomás	65.03235867		1	6	08	8685	4803815.234	2745826.688	1089
1090	08849	Usiacurí	101.3091341		1	110	08	8849	4783263.959	2745562.56	1090
1091	13673	Santa Catalina	172.7383786		1	33	13	13673	4752261.679	2735745.65	1091
1092	08558	Polonuevo	73.80719457		1	75	08	8558	4797336.379	2748446.837	1092
1093	08549	Piojó	252.7825097		1	250	08	8549	4765659.839	2745709.431	1093
1094	08634	Sabanagrande	43.06589499		1	6	08	8634	4806688.468	2751879.938	1094
1095	08078	Baranoa	121.2440319		1	116	08	8078	4789915.112	2751355.395	1095
1096	20001	Valledupar	4181.844825		1	169	20	20001	4949300.895	2705290.173	1096
1097	47053	Aracataca	1738.413521		1	33	47	47053	4903809.139	2734433.006	1097
1098	08372	Juan De Acosta	167.8918702		1	50	08	8372	4772854.311	2754762.767	1098
1099	08433	Malambo	98.1898171	Ordenanza No. 24 de 1912	1	10	08	8433	4802644.72	2757370.996	1099
1100	08758	Soledad	59.12799251		1	14	08	8758	4805689.72	2763845.799	1100
1101	08296	Galapa	97.51745385		1	87	08	8296	4793827.752	2762884.163	1101
1102	47980	Zona Bananera	445.9374748	Ordenanza No. 011 de 1999	1	20	47	47980	4871268.267	2751280.08	1102
1103	08832	Tubará	182.9492893		1	268	08	8832	4783211.177	2763995.862	1103
1104	47570	Puebloviejo	674.7591727	Ordenanza No. 54 de 1892	1	1	47	47570	4851336.405	2757028.315	1104
1105	44650	San Juan Del Cesar	1307.981976		1	216	44	44650	4990568.155	2752905.088	1105
1106	44098	Distracción	231.2287006	Ordenanza No. 41 de 1995	1	205	44	44098	5006064.606	2765266.206	1106
1107	44279	Fonseca	472.5171045		1	181	44	44279	5021647.771	2754586.295	1107
1108	08573	Puerto Colombia	70.31064755	Decreto No. 483 de 1906	1	4	08	8573	4791667.719	2774689.496	1108
1109	47189	Ciénaga	1323.255971		1	3	47	47189	4886079.302	2761495.628	1109
