OBJECTID	MpCodigo	MpNombre	MpArea	MpNorma	MpCategor	altitud	Cod_Depto	Codigo	x	y	ORIG_FID
507	27810	Unión Panamericana	177.8377432	Ordenanza No. 011 de 1999	1	94	27	27810	4595963.418	2143199.255	507
508	27787	Tadó	714.9959193		1	78	27	27787	4630825.242	2140882.317	508
509	25823	Topaipí	143.551601	Ordenanza No. 062 de 1927	1	1300	25	25823	4857162.929	2149944.534	509
510	15367	Jenesano	58.9501855		1	2075	15	15367	4958256.008	2152179.285	510
511	25653	San Cayetano	287.4481306		1	2100	25	25653	4881227.55	2145357.167	511
512	25394	La Palma	190.594013		1	1452	25	25394	4844036.696	2147509.556	512
513	25320	Guaduas	762.8197002		1	992	25	25320	4818281.046	2129899.102	513
514	15189	Ciénega	53.89698169		1	2400	15	15189	4968764.463	2153930.994	514
515	15599	Ramiriquí	125.4215631		1	2313	15	15599	4965581.962	2145849.424	515
516	66572	Pueblo Rico	613.8026622		1	1563	66	66572	4659405.335	2142969.07	516
517	25317	Guachetá	169.9183308		1	2750	25	25317	4923222.263	2153330.023	517
518	17388	La Merced	88.57738222	Ordenanza No. 001 de 1969	1	1800	17	17388	4716640.339	2154532.321	518
519	15861	Ventaquemada	159.7537296		1	2642	15	15861	4942303.833	2152879.341	519
520	25154	Carmen De Carupa	298.1471852		1	2950	25	25154	4897423.375	2148011.164	520
521	17653	Salamina	387.9439606		1	1793	17	17653	4733066.981	2151938.108	521
522	25518	Paime	173.4289842		1	950	25	25518	4871091.722	2153448.491	522
523	15104	Boyacá	47.94112082		1	2411	15	15104	4957769.43	2159107.921	523
524	25288	Fúquene	77.34910605		1	2875	25	25288	4914663.437	2156544.482	524
525	15621	Rondón	205.9871951	Ordenanza No. 5 de 1904	1	2075	15	15621	4978237.281	2152478.204	525
526	15518	Pajarito	313.0081762		1	793	15	15518	5033585.835	2152746.332	526
527	15879	Viracachá	62.46990646		1	2500	15	15879	4970514.651	2159178.663	527
528	25779	Susa	104.0073941		1	2557	25	25779	4908761.155	2159182.751	528
529	27160	Cértegui	423.5140008	Ordenanza No. 012 de 2000	1	54	27	27160	4609650.788	2154694.89	529
530	27135	El Cantón Del San Pablo	380.6933343	Ordenanza No. 004 de 1994	1	35	27	27135	4581900.282	2151521.026	530
531	15212	Coper	149.6779968		1	950	15	15212	4886180.107	2159536.901	531
532	17442	Marmato	36.85375172		1	1050	17	17442	4711773.945	2165537.569	532
533	15764	Soracá	55.66054923		1	2799	15	15764	4964679.236	2165184.996	533
534	17777	Supia	121.4396095		1	1184	17	17777	4707525.169	2161181.825	534
535	17541	Pensilvania	498.2627309		1	2100	17	17541	4759989.594	2155911.93	535
536	85325	San Luis De Palenque	2981.012159		1	175	85	85325	5155830.966	2136287.899	536
537	15109	Buenavista	110.0102476		1	2197	15	15109	4894734.289	2164652.394	537
538	15740	Siachoque	119.0071931		1	2700	15	15740	4975993.435	2165606.233	538
539	15401	La Victoria	27.97306235	Ordenanza No. 5 de 1965	1	1400	15	15401	4863946.083	2167728.386	539
540	25148	Caparrapí	615.0804573		1	1272	25	25148	4831512.851	2152854.698	540
541	15646	Samacá	167.3162765		1	2604	15	15646	4942290.597	2162509.941	541
542	15224	Cucaita	42.05808744		1	2634	15	15224	4950621.375	2168753.614	542
543	17614	Riosucio	384.095361		1	1783	17	17614	4695125.07	2160056.964	543
544	85001	Yopal	2476.853036		1	355	85	85001	5082193.719	2137359.929	544
545	25745	Simijaca	96.58026494		1	2543	25	25745	4906416.863	2166886.373	545
546	85430	Trinidad	2959.931432	Ordenanza No. 21 de 1959	1	166	85	85430	5200067.504	2151384.336	546
547	66456	Mistrató	564.7361588		1	1501	66	66456	4671922.706	2157046.923	547
548	99773	Cumaribo	65187.51016	Ordenanza No. 66 de 1996	1	161	99	99773	5385872.058	2029892.73	548
549	27077	Bajo Baudó	3482.198233		1	5	27	27077	4532234.602	2113299.25	549
550	15001	Tunja	119.518461		1	2778	15	15001	4958147.216	2167796.627	550
551	17513	Pácora	257.1925662		1	1814	17	17513	4725046.765	2166314.494	551
552	15600	Ráquira	220.326457		1	2150	15	15600	4930360.114	2165364.37	552
553	15822	Tota	195.6641815		1	2875	15	15822	4999407.876	2164545.909	553
554	15676	San Miguel De Sema	93.86057544	Ordenanza No. 40 de 1960	1	2543	15	15676	4917275.443	2169364.157	554
555	17867	Victoria	558.4658531		1	675	17	17867	4796636.682	2160252.066	555
556	15480	Muzo	137.7103045		1	843	15	15480	4876368.045	2168656.614	556
557	05145	Caramanta	92.06265402		1	2117	05	5145	4708637.573	2172494.774	557
558	15762	Sora	47.76554731		1	2700	15	15762	4950876.776	2174661.758	558
559	15226	Cuítiva	44.03984059		1	2750	15	15226	5006692.948	2175436.767	559
560	15638	Sáchica	63.82522151		1	2152	15	15638	4939873.38	2173885.438	560
561	15187	Chivatá	49.44420997		1	2900	15	15187	4970848.099	2172805.269	561
562	15808	Tinjacá	79.63103043		1	2113	15	15808	4925143.922	2174353.906	562
563	15131	Caldas	78.85688401		1	2650	15	15131	4902509.799	2174209.582	563
564	15580	Quípama	167.1289652	Ordenanza No. 28 de 1986	1	1200	15	15580	4865152.198	2172679.367	564
565	15047	Aquitania	940.3543755		1	3042	15	15047	5014227.841	2158827.877	565
566	15542	Pesca	262.5926577		1	2600	15	15542	4991321.064	2165572.152	566
567	15362	Iza	34.18027706		1	2500	15	15362	5003335.913	2178708.818	567
568	15442	Maripí	160.4783412		1	1250	15	15442	4887067.682	2173551.639	568
569	15814	Toca	167.9412021		1	2700	15	15814	4982209.736	2174610.414	569
570	05364	Jardín	201.1409301	Decreto No. 118 de 1882	1	1750	05	5364	4687853.19	2174711.975	570
571	15500	Oicatá	60.1955175		1	2525	15	15500	4969012.477	2177989.226	571
572	15476	Motavita	59.94727948		1	2908	15	15476	4958227.287	2177486.9	572
573	05483	Nariño	316.6200831	Ordenanza No. 37 de 1913	1	1661	05	5483	4756987.363	2175172.762	573
574	27073	Bagadó	807.5687213		1	200	27	27073	4645730.948	2167031.55	574
575	15776	Sutamarchán	103.34567		1	2093	15	15776	4930704.64	2181250.222	575
576	27600	Rio Quito	699.3630553	Ordenanza No. 004 de 1999	1	35	27	27600	4577715.443	2174567.171	576
577	27050	Atrato (Yuto)	421.7394158	Ordenanza No. 010 de 1997	1	55	27	27050	4600503.173	2173658.894	577
578	15377	Labranzagrande	579.9871509		1	1100	15	15377	5045351.076	2170327.49	578
579	15176	Chiquinquirá	164.7783879		1	2565	15	15176	4910968.199	2179335.99	579
580	15232	Chíquiza	116.3184879	Ordenanza No. 19 de 1982	1	2600	15	15232	4950670.88	2181568.306	580
581	15272	Firavitoba	109.1175348		1	2500	15	15272	4997803.7	2184930.458	581
582	15407	Villa De Leiva	126.3840135		1	2143	15	15407	4942999.004	2184081.571	582
583	85225	Nunchía	1099.128737		1	387	85	85225	5100478.587	2169038.437	583
584	15106	Briceño	64.51202573	Ordenanza No. 14 de 1890	1	1340	15	15106	4899343.502	2185212.309	584
585	15837	Tuta	165.2371775		1	2600	15	15837	4979740.288	2184770.091	585
586	17013	Aguadas	475.5510307		1	2181	17	17013	4728655.332	2176999.861	586
587	15832	Tununguá	29.18230252	Ordenanza No. 37 de 1962	1	1250	15	15832	4895589.623	2190168.437	587
588	17662	Samaná	757.6842517		1	1250	17	17662	4779225.934	2170560.743	588
589	17495	Norcasia	227.3785676	Ordenanza No. 327 de 1999	1	727	17	17495	4794630.859	2181321.744	589
590	27413	Lloró	843.1225903	Ordenanza No. 015 de 1955	1	100	27	27413	4624992.043	2176221.848	590
591	15466	Monguí	68.71255886		1	2900	15	15466	5018485.925	2187549.559	591
592	15533	Paya	442.7615833		1	980	15	15533	5069820.342	2179174.71	592
593	15681	San Pablo De Borbur	195.6646835	Ordenanza No. 40 de 1960	1	678	15	15681	4876681.115	2185454.619	593
594	05055	Argelia	245.1992408	Ordenanza No. 19 de 1960	1	1700	05	5055	4768101.112	2189158.206	594
595	05856	Valparaiso	126.1456288		1	1358	05	5856	4708683.256	2183187.498	595
596	15759	Sogamoso	207.3641219		1	2492	15	15759	5012557.363	2184308.989	596
597	17380	La Dorada	549.0828471	Ordenanza No. 043 de 1923	1	176	17	17380	4810398.602	2170483.738	597
598	15632	Saboyá	248.2882586		1	2625	15	15632	4917206.359	2187885.035	598
599	05034	Andes	402.4871831		1	1350	05	5034	4676112.181	2180246.397	599
600	15464	Mongua	360.040451		1	3000	15	15464	5034124.77	2188914.12	600
601	25572	Puerto Salgar	515.252722	Ordenanza No. 047 de 1935	1	176	25	25572	4825054.624	2179213.666	601
602	15696	Santa Sofía	77.4420329		1	2370	15	15696	4933186.528	2191366.526	602
603	15820	Tópaga	33.55898545		1	2900	15	15820	5018069.423	2195063.11	603
604	05091	Betania	180.5263766	Ordenanza No. 42 de 1920	1	1500	05	5091	4669265.534	2191692.756	604
605	15293	Gachantivá	88.02566182		1	2450	15	15293	4939940.378	2192741.399	605
606	15204	Cómbita	144.9846733		1	2825	15	15204	4963552.333	2186487.69	606
607	05789	Támesis	252.194536		1	1500	05	5789	4699943.827	2185641.105	607
608	15491	Nobsa	55.32117747		1	2500	15	15491	5007449.12	2196542.475	608
609	15806	Tibasosa	93.56761747		1	2500	15	15806	4998763.816	2193072.232	609
610	05390	La Pintada	54.29841113	Ordenanza No. 42E de 1996	1	592	05	5390	4711903.196	2193641.433	610
611	15531	Pauna	252.3016252		1	1121	15	15531	4888750.854	2186698.491	611
612	25885	Yacopí	955.7656444		1	1200	25	25885	4848896.02	2176069.92	612
613	85263	Pore	779.4454744		1	250	85	85263	5118919.192	2183867.019	613
614	15051	Arcabuco	137.668892		1	2563	15	15051	4951427.107	2193334.914	614
615	05353	Hispania	54.17829274	Ordenanza No. 8 de 1983	1	960	05	5353	4678212.681	2199168.235	615
616	15550	Pisba	463.8751334		1	1500	15	15550	5061338.387	2192675.247	616
617	15296	Gámeza	123.418941		1	2750	15	15296	5029270.626	2199264.366	617
618	68271	Florián	176.3652573	Ordenanza No. 25 de 1974	1	1600	68	68271	4894282.665	2199100.669	618
619	15763	Sotaquirá	284.5746438		1	2650	15	15763	4971997.215	2197273.499	619
620	15114	Busbanzá	25.30119275		1	2500	15	15114	5013749.456	2203695.524	620
621	68020	Albania	165.9825895		1	1640	68	68020	4908311.331	2196533.057	621
622	15215	Corrales	60.7268421		1	2388	15	15215	5017102.624	2201603.614	622
623	05368	Jericó	204.9712332		1	1975	05	5368	4693890.838	2196296.945	623
624	15507	Otanche	474.4846636	Ordenanza No. 40 de 1960	1	1040	15	15507	4867491.644	2193920.673	624
625	68368	Jesús María	89.46644805		1	1890	68	68368	4908881.461	2204954.735	625
626	05576	Pueblorrico	75.42683137		1	1800	05	5576	4683289.706	2200762.048	626
627	68572	Puente Nacional	251.2989767		1	1625	68	68572	4924925.346	2202373.823	627
628	15276	Floresta	87.95219706		1	2500	15	15276	5008299.187	2205408.092	628
629	05756	Sonsón	1345.623641		1	2492	05	5756	4772025.688	2195159.284	629
630	05101	Ciudad Bolívar	263.7909105		1	1180	05	5101	4666840.769	2204293.306	630
631	05792	Tarso	120.4614957	Ordenanza No. 03 de 1936	1	1325	05	5792	4686875.32	2207532.528	631
632	05002	Abejorral	506.952798		1	2275	05	5002	4730066.988	2199881.707	632
633	15469	Moniquirá	217.9300683		1	1669	15	15469	4938197.031	2205921.918	633
634	15092	Betéitiva	101.6906721		1	2570	15	15092	5016753.344	2212246.09	634
635	05467	Montebello	76.00528343		1	2200	05	5467	4721124.326	2212433.637	635
636	15816	Togüí	101.2775891		1	1650	15	15816	4945871.951	2212374.818	636
637	15790	Tasco	209.2527803		1	2525	15	15790	5030288.514	2207989.938	637
638	68077	Barbosa	46.59552893		1	1579	68	68077	4931023.543	2216123.244	638
639	68324	Guavatá	83.67144474		1	1970	68	68324	4920147.709	2214951.754	639
640	15516	Paipa	304.5437228		1	2513	15	15516	4984735.343	2201847.917	640
641	05652	San Francisco	356.1064999	Ordenanza No. 57 de 1986	1	1250	05	5652	4781310.465	2208060.731	641
642	05282	Fredonia	258.0408981		1	1820	05	5282	4703439.47	2209291.512	642
643	05679	Santa Bárbara	196.1181282		1	1806	05	5679	4714064.038	2208276.834	643
644	05861	Venecia	139.6346516		1	1330	05	5861	4692626.983	2216963.791	644
645	15162	Cerinza	63.45306988		1	3269	15	15162	5003930.514	2216791.391	645
646	15693	Santa Rosa De Viterbo	116.4816038		1	2748	15	15693	5000915.608	2209159.094	646
647	27495	Nuquí	704.5833661		1	5	27	27495	4524384.316	2188504.552	647
648	15238	Duitama	233.5454351		1	2532	15	15238	4992575.613	2208901.674	648
649	27245	El Carmen	830.2938089		1	1726	27	27245	4646593.826	2201093.769	649
650	68377	La Belleza	334.7775255	Ordenanza No. 25 de 1974	1	2000	68	68377	4883738.247	2211179.695	650
651	05400	La Unión	167.6703178		1	2472	05	5400	4739455.91	2214961.022	651
652	15664	San José De Pare	74.28480851		1	1525	15	15664	4939833.207	2220372.536	652
653	05591	Puerto Triunfo	369.5835804	Ordenanza No. 24 de 1977	1	152	05	5591	4813434.346	2216286.395	653
654	15757	Socha	149.8303211		1	2667	15	15757	5035137.336	2216633.726	654
655	27025	Alto Baudó	2051.877894	Ordenanza No. 016 de 1958	1	50	27	27025	4547517.454	2182432.999	655
656	85400	Támara	1088.448188		1	1125	85	85400	5088446.376	2207674.789	656
657	05376	La Ceja	132.6667357		1	2143	05	5376	4731001.208	2220758.335	657
658	05642	Salgar	288.2391945	Ordenanza No. 1 de 1903	1	1250	05	5642	4670020.956	2218623.064	658
659	15185	Chitaraque	158.2701535		1	1650	15	15185	4952891.463	2219282.351	659
660	68327	Güepsa	30.10931217		1	1440	68	68327	4935951.336	2224710.41	660
661	68298	Gámbita	607.1731535		1	2100	68	68298	4964660.505	2212642.626	661
662	05030	Amagá	84.11897676		1	1400	05	5030	4700334.815	2225371.243	662
663	15087	Belén	162.7587613		1	3144	15	15087	5011759.699	2221548.837	663
664	15537	Paz De Rio	122.4379237		1	2213	15	15537	5025716.112	2224165.407	664
665	15723	Sativasur	54.76741932		1	2600	15	15723	5031482.153	2228805.045	665
666	15686	Santana	67.85294924		1	1591	15	15686	4945826.58	2227379.418	666
667	15755	Socotá	602.2351417		1	2400	15	15755	5048778.224	2213815.745	667
668	05129	Caldas	132.7295115		1	1751	05	5129	4709379.765	2227707.987	668
669	05197	Cocorná	241.632657		1	1300	05	5197	4760979.855	2222078.186	669
670	68179	Chipatá	94.83627653		1	1750	68	68179	4930048.327	2228534.741	670
671	85315	Sácama	311.4670754		1	1300	85	85315	5087304.846	2226567.04	671
672	05660	San Luis	425.3326066		1	1050	05	5660	4782916.589	2222982.765	672
673	85250	Paz De Ariporo	12074.55971		1	275	85	85250	5235874.942	2197137.686	673
674	05809	Titiribí	140.3286123		1	1550	05	5809	4690198.712	2228235.48	674
675	05148	Carmen De Viboral	423.4449415		1	2150	05	5148	4749522.538	2219081.84	675
676	15839	Tutazá	121.760099		1	2800	15	15839	5015808.564	2229615.242	676
677	68673	San Benito	59.01805915		1	1200	68	68673	4941656.113	2232252.686	677
678	05607	Retiro	238.1687343		1	2250	05	5607	4721634.747	2227319.149	678
679	05631	Sabaneta	15.73285151	Ordenanza No. 7 de 1967	1	1600	05	5631	4711399.725	2236983.172	679
680	68773	Sucre	521.8469206	Ordenanza No. 38 de 1892	1	2200	68	68773	4893863.303	2219225.892	680
681	05697	Santuario	83.41091668		1	2137	05	5697	4750852.251	2235236.225	681
682	05209	Concordia	247.8869458		1	1950	05	5209	4679070.118	2228195.281	682
683	05380	La Estrella	36.83844656		1	1764	05	5380	4706942.982	2236921.969	683
684	15720	Sativanorte	160.9671143		1	2600	15	15720	5029825.868	2235595.183	684
685	68250	El Peñón	397.6767765		1	2650	68	68250	4897444.45	2231765.336	685
686	05036	Angelópolis	81.85993331	Ordenanza No. 16 de1896	1	1950	05	5036	4699503.881	2235166.425	686
687	68770	Suaita	282.9267864		1	1750	68	68770	4959486.731	2233661.714	687
688	05266	Envigado	83.80167414		1	1566	05	5266	4718452.966	2238646.625	688
689	68264	Encino	399.6677365		1	1875	68	68264	4993135.121	2229725.098	689
690	05360	Itagüí	19.50785336		1	1578	05	5360	4710797.062	2241519.253	690
691	15368	Jericó	131.4443335		1	3100	15	15368	5045808.24	2237079.41	691
692	27425	Medio Atrato	1813.74921	Ordenanza No. 008 de 1999	1	25	27	27425	4593361.474	2226102.577	692
693	99524	La Primavera	18352.73963	Decreto No. 0676 de 1987	1	100	99	99524	5374012.389	2168251.363	693
694	05313	Granada	190.1182016		1	2075	05	5313	4764630.154	2235088.245	694
695	05615	Rionegro	195.871114		1	2088	05	5615	4733305.581	2238251.463	695
696	68013	Aguada	75.11051605		1	1650	68	68013	4941345.03	2241151.53	696
697	05059	Armenia	110.4221379		1	1500	05	5059	4689119.592	2239894.363	697
698	05440	Marinilla	114.8185477		1	2088	05	5440	4745041.942	2242006.092	698
699	05347	Heliconia	114.8309162		1	1450	05	5347	4695819.065	2245482.541	699
700	15572	Puerto Boyacá	1511.701404	Decreto No. 0615 de 1957	1	144	15	15572	4839250.078	2216055.924	700
701	68101	Bolívar	1008.856		1	2130	68	68101	4876840.622	2231471.427	701
702	05093	Betulia	262.3621212		1	1600	05	5093	4672906.668	2242427.342	702
703	05585	Puerto Nare	668.7306706	Ordenanza No. 7 de 1967	1	131	05	5585	4811600.577	2235269.029	703
704	15774	Susacón	182.3129111		1	2484	15	15774	5031431.918	2244776.473	704
705	15183	Chita	675.8077893		1	2949	15	15183	5062048.706	2231126.047	705
706	85125	Hato Corozal	5492.260146		1	230	85	85125	5206191.003	2233429.928	706
707	68320	Guadalupe	146.0843695		1	1410	68	68320	4954687.703	2246782.984	707
708	68245	El Guacamayo	92.81876821	Ordenanza No. 11 de 1956	1	1950	68	68245	4940742.251	2249035.728	708
709	05541	Peñol	118.2551981		1	1891	05	5541	4754069.515	2247186.168	709
710	99001	Puerto Carreño	11853.65165	Decreto No. 1594 de 1974	1	51	99	99001	5537581.216	2204793.516	710
711	68500	Oiba	287.3407648		1	1420	68	68500	4969030.144	2245870.641	711
712	05321	Guatapé	83.28166199		1	1891	05	5321	4761267.061	2248635.647	712
713	05649	San Carlos	717.30757		1	1000	05	5649	4789037.423	2242780.87	713
714	85136	La Salina	199.4192437		1	1525	85	85136	5072223.554	2240732.32	714
715	15403	La Uvita	161.2012972		1	2367	15	15403	5049147.675	2250305.312	715
716	05318	Guarne	152.1556928		1	2138	05	5318	4730413.015	2251065.872	716
717	27001	Quibdó	3508.655919		1	32	27	27001	4594369.734	2215591.005	717
718	68322	Guapotá	67.18362163		1	1475	68	68322	4963387.78	2256282.494	718
719	68211	Contratación	136.9494127	Ordenanza No. 7 de 1962	1	1650	68	68211	4944484.157	2254509.369	719
720	05001	Medellín	373.4404158		1	1475	05	5001	4711165.158	2250176.981	720
721	68217	Coromoro	576.3624297		1	1510	68	68217	5002016.12	2246926.215	721
722	68397	La Paz	283.9090808		1	1950	68	68397	4930358.834	2245049.089	722
723	15753	Soatá	122.8309548		1	1960	15	15753	5033605.392	2256699.201	723
724	68167	Charalá	418.4674911		1	1285	68	68167	4982967.517	2242597.114	724
725	68498	Ocamonte	75.0687957		1	1430	68	68498	4986499.992	2260259.068	725
726	05674	San Vicente	230.3915206		1	2200	05	5674	4742610.461	2255860.784	726
727	05667	San Rafael	363.6931332		1	1011	05	5667	4778988.761	2255749.2	727
728	68209	Confines	71.29356374		1	1600	68	68209	4973483.795	2260290.429	728
729	05044	Anzá	255.9105274		1	625	05	5044	4677842.766	2255926.56	729
730	05021	Alejandría	128.8564397		1	1750	05	5021	4768835.181	2261847.439	730
731	68524	Palmas Del Socorro	58.43772573		1	1190	68	68524	4968745.636	2264285.207	731
732	05240	Ebéjico	237.7473766		1	1250	05	5240	4692164.67	2257884.567	732
733	05212	Copacabana	67.92434715		1	1400	05	5212	4723443.882	2260531.507	733
734	15244	El Cocuy	237.789571		1	2700	15	15244	5064205.42	2260070.869	734
735	05088	Bello	147.8574111	Ordenanza No. 48 de 1913	1	1447	05	5088	4713608.64	2261342.432	735
736	05308	Girardota	82.80073712		1	1400	05	5308	4729306.106	2263591.906	736
737	15097	Boavita	144.9858784		1	2161	15	15097	5041987.922	2258298.549	737
738	05206	Concepción	201.9525913		1	1900	05	5206	4754762.146	2263075.203	738
739	05142	Caracolí	262.583657	Ordenanza No. 19 de 1963	1	650	05	5142	4808319.107	2258654.528	739
740	68176	Chima	172.9279867		1	1150	68	68176	4954148.774	2262187.407	740
741	15810	Tipacoque	71.79305066		1	1850	15	15810	5033754.316	2267447.242	741
742	68855	Valle De San José	80.96254987		1	1230	68	68855	4987844.28	2269010.416	742
743	15673	San Mateo	123.6023333		1	2221	15	15673	5048679.623	2265970.132	743
744	15317	Guacamayas	57.52173077		1	2195	15	15317	5053459.138	2270234.44	744
745	15522	Panqueba	39.62387662		1	2250	15	15522	5059486.679	2270004.079	745
746	68533	Páramo	72.84692079		1	1406	68	68533	4981044.344	2267028.761	746
747	05656	San Jerónimo	161.2354721		1	734	05	5656	4701106.799	2270211.274	747
748	05125	Caicedo	200.1303333	Decreto No. 1303 de1908	1	800	05	5125	4668958.69	2268749.172	748
749	05079	Barbosa	205.6032845		1	1305	05	5079	4742471.362	2270572.949	749
750	68720	Santa Helena Del Opón	373.2668929	Decreto No. 2355 de 1975	1	1150	68	68720	4935657.231	2266208.482	750
751	68755	Socorro	127.5968938		1	1215	68	68755	4972991.127	2272055.386	751
752	05664	San Pedro De Los Milagros	220.9995686		1	2471	05	5664	4716674.389	2272380.292	752
753	68502	Onzaga	488.2143164		1	1945	68	68502	5020777.425	2258029.525	753
754	15248	El Espino	69.24184311		1	2128	15	15248	5057415.446	2277178.285	754
755	05670	San Roque	424.5272292		1	1427	05	5670	4786428.86	2270971.198	755
756	68861	Vélez	446.9840407		1	2133	68	68861	4922321.956	2245409.438	756
757	68549	Pinchote	55.45541427		1	1170	68	68549	4980581.993	2277778.459	757
758	05690	Santo Domingo	265.7673847		1	1950	05	5690	4763136.117	2274642.851	758
759	68385	Landázuri	589.3746179	Ordenanza No. 10 de 1974	1	926	68	68385	4909483.802	2257688.24	759
760	68522	Palmar	19.6597399		1	870	68	68522	4968060.348	2278982.564	760
761	68682	San Joaquín	142.8407361		1	1974	68	68682	5016057.576	2271806.756	761
762	05237	Donmatías	203.2164287		1	2200	05	5237	4738346.094	2277448.045	762
763	15218	Covarachía	102.0877477		1	2350	15	15218	5028706.227	2278401.687	763
764	05190	Cisneros	46.91492105	Ordenanza No. 11 de 1923	1	1044	05	5190	4769810.247	2282247.538	764
765	68425	Macaravita	102.6890157		1	2270	68	68425	5045824.445	2277775.69	765
766	68147	Capitanejo	85.22614944		1	1100	68	68147	5035985.816	2278482.603	766
767	05847	Urrao	2563.849719		1	2000	05	5847	4639498.765	2259176.631	767
768	68686	San Miguel	71.05594368		1	1890	68	68686	5039425.884	2283779.584	768
769	81591	Puerto Rondón	2273.957454	Decreto No. 0677 de 1987	1	140	81	81591	5224800.602	2266934.899	769
770	68121	Cabrera	65.45711848		1	1020	68	68121	4972334.776	2283156.047	770
771	68344	Hato	168.72779		1	1300	68	68344	4960019.679	2282869.119	771
772	05761	Sopetrán	219.0364851		1	660	05	5761	4696429.959	2279292.152	772
773	68464	Mogotes	483.0131509		1	1682	68	68464	5004602.684	2275412.568	773
774	68679	San Gil	146.580262		1	1117	68	68679	4986863.578	2281850.608	774
775	81220	Cravo Norte	5189.139678	Decreto No. 0677 de 1987	1	102	81	81220	5324081.941	2260215.341	775
776	05425	Maceo	386.8026563	Ordenanza No. 60 de 1942	1	1100	05	5425	4810540.107	2280380.543	776
777	05501	Olaya	86.97390427		1	400	05	5501	4693182.718	2289405.888	777
778	05264	Entrerrios	214.1354216		1	2292	05	5264	4717125.707	2287423.626	778
779	05042	Santa Fe De Antioquia	525.5718158		1	570	05	5042	4678907.234	2281110.77	779
780	68229	Curití	243.7494537		1	1500	68	68229	4997930.827	2289315.468	780
781	68684	San José De Miranda	75.13294958		1	1979	68	68684	5028753.824	2290543.366	781
782	81794	Tame	5403.881602	Decreto No. 1243 de 1960	1	325	81	81794	5133572.128	2264317.875	782
783	68266	Enciso	74.65455025		1	1570	68	68266	5035324.483	2293735.181	783
784	68468	Molagavita	180.0985433		1	2180	68	68468	5019980.528	2292075.232	784
785	68079	Barichara	137.0273598		1	1284	68	68079	4976224.798	2292493.509	785
786	05306	Giraldo	93.49176507		1	1950	05	5306	4674146.599	2295233.689	786
787	68370	Jordán	39.82396332		1	300	68	68370	4988995.413	2299862.154	787
788	05579	Puerto Berrío	1218.931627		1	113	05	5579	4831015.344	2274492.489	788
789	68152	Carcasí	258.3687199		1	2080	68	68152	5047543.663	2293902.899	789
790	15332	Güicán De La Sierra	949.8997711		1	2880	15	15332	5082217.534	2283701.139	790
791	05004	Abriaquí	296.974192	Ordenanza No. 39 de 1912	1	1900	05	5004	4658862.309	2291395.43	791
792	68872	Villanueva	97.42699932	Ordenanza No. 26 de 1966	1	1470	68	68872	4981885.108	2296779.361	792
793	68190	Cimitarra	3170.542286	Ordenanza No. 025 de 1966	1	159	68	68190	4870622.029	2266408.348	793
794	68296	Galán	201.3808028		1	944	68	68296	4964129.626	2295234.852	794
795	68432	Málaga	57.07166107		1	2206	68	68432	5028898.368	2300579.786	795
796	05885	Yalí	440.555244	Ordenanza No. 11 de 1959	1	1200	05	5885	4806016.188	2300550.841	796
797	05086	Belmira	296.0877826		1	2550	05	5086	4706683.664	2294004.506	797
798	05411	Liborina	216.3867652		1	750	05	5411	4692442.095	2301864.295	798
799	68160	Cepitá	107.7516424		1	670	68	68160	5007815.778	2304136.203	799
800	68051	Aratoca	169.4617582		1	1764	68	68051	4998715.507	2300190.775	800
801	05150	Carolina	149.5142249		1	1800	05	5150	4745214.179	2304999.33	801
802	27075	Bahía Solano	896.0656582	Ordenanza No. 008 de 1962	1	34	27	27075	4518166.215	2255050.842	802
803	68235	El Carmen	922.5703079	Decreto No. 0703 de 1986	1	500	68	68235	4937603.021	2294424.472	803
804	05890	Yolombó	1011.882049		1	1462	05	5890	4787514.858	2292711.248	804
805	15180	Chiscas	657.2807458		1	2400	15	15180	5064303.434	2297172.55	805
806	05310	Gómez Plata	332.0308899	Ordenanza No. 26 de 1903	1	1750	05	5310	4757705.807	2299936.2	806
807	05873	Vigía Del Fuerte	1662.729916	Ordenanza No. 6 de 1983	1	7	05	5873	4591308.411	2272567.271	807
808	81300	Fortul	1155.525253	Decreto No. 2926 de 1989	1	244	81	81300	5129326.462	2299083.723	808
809	27099	Bojayá	3633.178065	Ordenanza No. 013 de 1960	1	13	27	27099	4546534.371	2275264.724	809
810	68573	Puerto Parra	761.3338216	Ordenanza No. 20 de 1980	1	100	68	68573	4894200.128	2296814.058	810
811	05658	San José De La Montaña	126.0475366	Ordenanza No. 2 de 1964	1	2550	05	5658	4704147.394	2312780.211	811
812	05686	Santa Rosa De Osos	864.499049		1	2588	05	5686	4730551.893	2296334.459	812
813	68207	Concepción	336.3761573		1	2005	68	68207	5043551.254	2307697.11	813
814	68418	Los Santos	289.5825651		1	1295	68	68418	4988087.816	2310733.598	814
815	68745	Simacota	903.3587221		1	1080	68	68745	4923757.922	2292657.239	815
816	05284	Frontino	1384.455963		1	1500	05	5284	4631679.94	2298632.05	816
817	05315	Guadalupe	118.1484656	Ordenanza No. 2 de 1964	1	1725	05	5315	4754111.442	2316763.177	817
818	68669	San Andrés	280.976162		1	1607	68	68669	5020308.361	2309003.112	818
819	05038	Angostura	338.3544737		1	1675	05	5038	4739475.253	2316820.153	819
820	05113	Buriticá	355.1912423		1	1600	05	5113	4678223.872	2311359.195	820
